Date,Time,Year,Month,Week,Day name,Latitude,Longitude,Type,Depth,Depth error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
29.06.1967,16:36:20,1967,6,26,Thursday,-7.249,128.596,Earthquake,150,0,0,5.5,MW,0,0,0,0,0,0,ISCGEM835041,ISCGEM,ISCGEM,ISCGEM,Automatic
01.07.1967,23:10:08,1967,7,26,Saturday,54.358,-158.087,Earthquake,27.5,0,0,6.5,MW,0,0,0,0,0,0,ISCGEM832864,ISCGEM,ISCGEM,ISCGEM,Automatic
02.07.1967,7:03:53,1967,7,27,Sunday,8.823,93.637,Earthquake,15,0,0,6.1,MW,0,0,0,0,0,0,ISCGEM832879,ISCGEM,ISCGEM,ISCGEM,Automatic
04.07.1967,23:42:14,1967,7,27,Tuesday,43.136,142.67,Earthquake,158.1,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM832985,ISCGEM,ISCGEM,ISCGEM,Automatic
06.07.1967,13:42:26,1967,7,27,Thursday,52.557,-168.19,Earthquake,27.3,0,0,6.1,MW,0,0,0,0,0,0,ISCGEM833037,ISCGEM,ISCGEM,ISCGEM,Automatic
07.07.1967,13:28:41,1967,7,27,Friday,8.571,125.941,Earthquake,200,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM833078,ISCGEM,ISCGEM,ISCGEM,Automatic
10.07.1967,19:18:11,1967,7,28,Monday,4.894,126.855,Earthquake,75,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM833193,ISCGEM,ISCGEM,ISCGEM,Automatic
12.07.1967,21:00:23,1967,7,28,Wednesday,5.479,-82.732,Earthquake,20,0,0,6.1,MW,0,0,0,0,0,0,ISCGEM833263,ISCGEM,ISCGEM,ISCGEM,Automatic
16.07.1967,13:34:33,1967,7,29,Sunday,-0.869,132.73,Earthquake,30,0,0,6.2,MW,0,0,0,0,0,0,ISCGEM833382,ISCGEM,ISCGEM,ISCGEM,Automatic
20.07.1967,15:36:24,1967,7,29,Thursday,7.557,134.69,Earthquake,20,0,0,6.4,MW,0,0,0,0,0,0,ISCGEM833516,ISCGEM,ISCGEM,ISCGEM,Automatic
22.07.1967,3:58:01,1967,7,29,Saturday,-33.451,-178.828,Earthquake,20,0,0,6.1,MW,0,0,0,0,0,0,ISCGEM833554,ISCGEM,ISCGEM,ISCGEM,Automatic
22.07.1967,16:57:00,1967,7,29,Saturday,40.751,30.8,Earthquake,30,0,0,7.4,MW,0,0,0,0,0,0,ISCGEM833573,ISCGEM,ISCGEM,ISCGEM,Automatic
26.07.1967,18:53:02,1967,7,30,Wednesday,39.568,40.445,Earthquake,20,0,0,6.2,MW,0,0,0,0,0,0,ISCGEM833748,ISCGEM,ISCGEM,ISCGEM,Automatic
29.07.1967,10:24:25,1967,7,30,Saturday,6.747,-73.032,Earthquake,161.2,0,0,6.8,MW,0,0,0,0,0,0,ISCGEM833862,ISCGEM,ISCGEM,ISCGEM,Automatic
30.07.1967,0:00:04,1967,7,31,Sunday,10.559,-67.33,Earthquake,25,0,0,6.6,MW,0,0,0,0,0,0,ISCGEM833882,ISCGEM,ISCGEM,ISCGEM,Automatic
30.07.1967,1:31:03,1967,7,31,Sunday,40.764,30.609,Earthquake,15,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM833888,ISCGEM,ISCGEM,ISCGEM,Automatic
01.08.1967,1:13:42,1967,8,31,Tuesday,-13.02,-76.731,Earthquake,50,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM831812,ISCGEM,ISCGEM,ISCGEM,Automatic
09.08.1967,8:20:06,1967,8,32,Wednesday,-6.484,130.544,Earthquake,105,0,0,5.9,MW,0,0,0,0,0,0,ISCGEMSUP832085,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
10.08.1967,11:21:23,1967,8,32,Thursday,45.342,150.317,Earthquake,35,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM832123,ISCGEM,ISCGEM,ISCGEM,Automatic
12.08.1967,9:39:46,1967,8,32,Saturday,-24.719,-177.33,Earthquake,143.6,0,0,6.7,MW,0,0,0,0,0,0,ISCGEM832178,ISCGEM,ISCGEM,ISCGEM,Automatic
12.08.1967,12:30:58,1967,8,32,Saturday,-14.89,166.756,Earthquake,20,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM832185,ISCGEM,ISCGEM,ISCGEM,Automatic
13.08.1967,20:06:52,1967,8,33,Sunday,35.388,135.43,Earthquake,364.3,0,0,6.3,MW,0,0,0,0,0,0,ISCGEM832232,ISCGEM,ISCGEM,ISCGEM,Automatic
13.08.1967,22:07:48,1967,8,33,Sunday,43.094,-0.731,Earthquake,10,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM832236,ISCGEM,ISCGEM,ISCGEM,Automatic
13.08.1967,22:15:11,1967,8,33,Sunday,-4.41,152.439,Earthquake,20,0,0,6.3,MW,0,0,0,0,0,0,ISCGEM832238,ISCGEM,ISCGEM,ISCGEM,Automatic
15.08.1967,9:21:03,1967,8,33,Tuesday,31.079,93.639,Earthquake,20,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM832279,ISCGEM,ISCGEM,ISCGEM,Automatic
16.08.1967,19:19:04,1967,8,33,Wednesday,0.873,98.876,Earthquake,75.1,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM832324,ISCGEM,ISCGEM,ISCGEM,Automatic
18.08.1967,3:35:42,1967,8,33,Friday,27.693,127.685,Earthquake,110,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM832355,ISCGEM,ISCGEM,ISCGEM,Automatic
19.08.1967,15:28:07,1967,8,33,Saturday,10.295,125.881,Earthquake,35,0,0,6,MW,0,0,0,0,0,0,ISCGEM832408,ISCGEM,ISCGEM,ISCGEM,Automatic
19.08.1967,15:41:54,1967,8,33,Saturday,-12.481,166.652,Earthquake,85,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM832410,ISCGEM,ISCGEM,ISCGEM,Automatic
20.08.1967,15:03:36,1967,8,34,Sunday,-25.265,-69.044,Earthquake,103.2,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM832441,ISCGEM,ISCGEM,ISCGEM,Automatic
21.08.1967,7:33:03,1967,8,34,Monday,3.697,95.669,Earthquake,39.1,0,0,6.6,MW,0,0,0,0,0,0,ISCGEM832453,ISCGEM,ISCGEM,ISCGEM,Automatic
22.08.1967,13:02:05,1967,8,34,Tuesday,-60.761,-24.301,Earthquake,10,0,0,6.6,MW,0,0,0,0,0,0,ISCGEM832489,ISCGEM,ISCGEM,ISCGEM,Automatic
22.08.1967,13:17:02,1967,8,34,Tuesday,-60.898,-23.378,Earthquake,10,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM832490,ISCGEM,ISCGEM,ISCGEM,Automatic
24.08.1967,3:21:19,1967,8,34,Thursday,43.565,147.578,Earthquake,65.9,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM832538,ISCGEM,ISCGEM,ISCGEM,Automatic
24.08.1967,10:32:55,1967,8,34,Thursday,-14.94,166.902,Earthquake,25,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM832545,ISCGEM,ISCGEM,ISCGEM,Automatic
26.08.1967,0:36:42,1967,8,34,Saturday,12.173,140.765,Earthquake,20,0,0,6.2,MW,0,0,0,0,0,0,ISCGEM832603,ISCGEM,ISCGEM,ISCGEM,Automatic
26.08.1967,2:07:10,1967,8,34,Saturday,12.273,140.896,Earthquake,20,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM832608,ISCGEM,ISCGEM,ISCGEM,Automatic
30.08.1967,4:22:04,1967,8,35,Wednesday,31.633,100.262,Earthquake,10,0,0,6.4,MW,0,0,0,0,0,0,ISCGEM832754,ISCGEM,ISCGEM,ISCGEM,Automatic
30.08.1967,11:08:49,1967,8,35,Wednesday,31.587,100.255,Earthquake,10,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM832769,ISCGEM,ISCGEM,ISCGEM,Automatic
30.08.1967,13:33:28,1967,8,35,Wednesday,45.444,151.353,Earthquake,35,0,0,6,MW,0,0,0,0,0,0,ISCGEM832778,ISCGEM,ISCGEM,ISCGEM,Automatic
01.09.1967,3:31:11,1967,9,35,Friday,-5.615,147.201,Earthquake,185,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM830829,ISCGEM,ISCGEM,ISCGEM,Automatic
03.09.1967,21:07:29,1967,9,36,Sunday,-10.656,-79.674,Earthquake,15,0,0,7,MW,0,0,0,0,0,0,ISCGEM830900,ISCGEM,ISCGEM,ISCGEM,Automatic
04.09.1967,3:52:00,1967,9,36,Monday,-31.278,-179.422,Earthquake,236.1,0,0,6.5,MW,0,0,0,0,0,0,ISCGEM830914,ISCGEM,ISCGEM,ISCGEM,Automatic
06.09.1967,7:30:12,1967,9,36,Wednesday,14.596,93.48,Earthquake,32.9,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM830967,ISCGEM,ISCGEM,ISCGEM,Automatic
07.09.1967,7:12:37,1967,9,36,Thursday,2.626,124.226,Earthquake,275,0,0,5.9,MW,0,0,0,0,0,0,ISCGEM830991,ISCGEM,ISCGEM,ISCGEM,Automatic
08.09.1967,22:37:39,1967,9,36,Friday,12.27,140.953,Earthquake,15,0,0,6.1,MW,0,0,0,0,0,0,ISCGEM831054,ISCGEM,ISCGEM,ISCGEM,Automatic
09.09.1967,10:06:45,1967,9,36,Saturday,-27.623,-63.23,Earthquake,580.4,0,0,6.7,MW,0,0,0,0,0,0,ISCGEM831067,ISCGEM,ISCGEM,ISCGEM,Automatic
09.09.1967,16:52:02,1967,9,36,Saturday,-54.55,-136.196,Earthquake,10,0,0,6.3,MW,0,0,0,0,0,0,ISCGEM831078,ISCGEM,ISCGEM,ISCGEM,Automatic
13.09.1967,18:41:16,1967,9,37,Wednesday,52.741,172.489,Earthquake,25,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM831220,ISCGEM,ISCGEM,ISCGEM,Automatic
15.09.1967,0:28:39,1967,9,37,Friday,35.607,140.738,Earthquake,45,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM831273,ISCGEM,ISCGEM,ISCGEM,Automatic
15.09.1967,10:32:44,1967,9,37,Friday,27.338,91.91,Earthquake,13.7,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM831281,ISCGEM,ISCGEM,ISCGEM,Automatic
16.09.1967,8:31:58,1967,9,37,Saturday,51.721,-176.222,Earthquake,55,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM831318,ISCGEM,ISCGEM,ISCGEM,Automatic
18.09.1967,15:33:07,1967,9,38,Monday,-5.985,146.6,Earthquake,35,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM831388,ISCGEM,ISCGEM,ISCGEM,Automatic
19.09.1967,10:56:10,1967,9,38,Tuesday,43.065,145.297,Earthquake,80,0,0,6.1,MW,0,0,0,0,0,0,ISCGEM831414,ISCGEM,ISCGEM,ISCGEM,Automatic
19.09.1967,12:45:33,1967,9,38,Tuesday,-57.799,-23.802,Earthquake,10,0,0,6.3,MW,0,0,0,0,0,0,ISCGEM831418,ISCGEM,ISCGEM,ISCGEM,Automatic
20.09.1967,9:39:16,1967,9,38,Wednesday,-49.736,164.009,Earthquake,20,0,0,7,MW,0,0,0,0,0,0,ISCGEM831453,ISCGEM,ISCGEM,ISCGEM,Automatic
20.09.1967,10:30:54,1967,9,38,Wednesday,-49.588,163.812,Earthquake,20,0,0,5.7,MW,0,0,0,0,0,0,ISCGEMSUP831454,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
20.09.1967,10:37:18,1967,9,38,Wednesday,-20.729,169.932,Earthquake,100,0,0,6.2,MW,0,0,0,0,0,0,ISCGEMSUP831455,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
22.09.1967,10:18:00,1967,9,38,Friday,44.626,149.487,Earthquake,40.6,0,0,6.2,MW,0,0,0,0,0,0,ISCGEM831538,ISCGEM,ISCGEM,ISCGEM,Automatic
26.09.1967,11:11:25,1967,9,39,Tuesday,-33.463,-70.532,Earthquake,83.1,0,0,5.9,MW,0,0,0,0,0,0,ISCGEM831671,ISCGEM,ISCGEM,ISCGEM,Automatic
26.09.1967,16:11:24,1967,9,39,Tuesday,-30.086,-71.446,Earthquake,50,0,0,6.2,MW,0,0,0,0,0,0,ISCGEM831680,ISCGEM,ISCGEM,ISCGEM,Automatic
28.09.1967,4:56:54,1967,9,39,Thursday,-6.52,153.465,Earthquake,15,0,0,6.2,MW,0,0,0,0,0,0,ISCGEM831724,ISCGEM,ISCGEM,ISCGEM,Automatic
28.09.1967,15:44:56,1967,9,39,Thursday,59.335,-147.157,Earthquake,20,0,0,5.9,MW,0,0,0,0,0,0,ISCGEM831732,ISCGEM,ISCGEM,ISCGEM,Automatic
30.09.1967,7:57:22,1967,9,39,Saturday,28.984,129.95,Earthquake,30,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM831791,ISCGEM,ISCGEM,ISCGEM,Automatic
03.10.1967,18:16:07,1967,10,40,Tuesday,10.878,-85.964,Earthquake,30,0,0,6.2,MW,0,0,0,0,0,0,ISCGEM829954,ISCGEM,ISCGEM,ISCGEM,Automatic
04.10.1967,17:21:19,1967,10,40,Wednesday,-5.631,153.959,Earthquake,25,0,0,6.8,MW,0,0,0,0,0,0,ISCGEM829998,ISCGEM,ISCGEM,ISCGEM,Automatic
07.10.1967,8:28:02,1967,10,40,Saturday,49.107,156.309,Earthquake,32.4,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM830079,ISCGEM,ISCGEM,ISCGEM,Automatic
08.10.1967,16:59:36,1967,10,41,Sunday,-9.445,148.843,Earthquake,20,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM830123,ISCGEM,ISCGEM,ISCGEM,Automatic
08.10.1967,18:08:15,1967,10,41,Sunday,-5.623,154.057,Earthquake,35,0,0,5.9,MW,0,0,0,0,0,0,ISCGEM830126,ISCGEM,ISCGEM,ISCGEM,Automatic
09.10.1967,17:21:49,1967,10,41,Monday,-21.182,-179.186,Earthquake,636.8,0,0,7.2,MW,0,0,0,0,0,0,ISCGEM830163,ISCGEM,ISCGEM,ISCGEM,Automatic
11.10.1967,15:52:15,1967,10,41,Wednesday,30.449,142.687,Earthquake,10,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM830219,ISCGEM,ISCGEM,ISCGEM,Automatic
12.10.1967,6:35:08,1967,10,41,Thursday,-21.025,-179.146,Earthquake,642.9,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM830241,ISCGEM,ISCGEM,ISCGEM,Automatic
12.10.1967,12:53:46,1967,10,41,Thursday,52.13,152.592,Earthquake,461.8,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM830249,ISCGEM,ISCGEM,ISCGEM,Automatic
12.10.1967,18:31:43,1967,10,41,Thursday,-7.131,129.828,Earthquake,88.2,0,0,6,MW,0,0,0,0,0,0,ISCGEM830257,ISCGEM,ISCGEM,ISCGEM,Automatic
15.10.1967,8:00:52,1967,10,42,Sunday,11.925,-85.872,Earthquake,160.4,0,0,7.1,MW,0,0,0,0,0,0,ISCGEM830329,ISCGEM,ISCGEM,ISCGEM,Automatic
16.10.1967,16:58:03,1967,10,42,Monday,1.715,127.493,Earthquake,125,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM830365,ISCGEM,ISCGEM,ISCGEM,Automatic
17.10.1967,21:05:24,1967,10,42,Tuesday,17.241,121.886,Earthquake,35,0,0,5.7,MW,0,0,0,0,0,0,ISCGEMSUP830403,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
18.10.1967,1:11:44,1967,10,42,Wednesday,79.765,2.851,Earthquake,15,0,0,6,MW,0,0,0,0,0,0,ISCGEM830410,ISCGEM,ISCGEM,ISCGEM,Automatic
18.10.1967,22:06:26,1967,10,42,Wednesday,-33.799,-179.34,Earthquake,35,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM830433,ISCGEM,ISCGEM,ISCGEM,Automatic
25.10.1967,0:59:25,1967,10,43,Wednesday,24.401,122.218,Earthquake,71.1,0,0,6.8,MW,0,0,0,0,0,0,ISCGEM830608,ISCGEM,ISCGEM,ISCGEM,Automatic
26.10.1967,0:22:24,1967,10,43,Thursday,24.416,122.275,Earthquake,75,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM830643,ISCGEM,ISCGEM,ISCGEM,Automatic
01.11.1967,18:56:55,1967,11,44,Wednesday,-4.624,135.649,Earthquake,15,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM828992,ISCGEM,ISCGEM,ISCGEM,Automatic
04.11.1967,10:17:14,1967,11,44,Saturday,-17.727,-178.856,Earthquake,550,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM829065,ISCGEM,ISCGEM,ISCGEM,Automatic
04.11.1967,13:26:47,1967,11,44,Saturday,37.317,141.846,Earthquake,35,0,0,6,MW,0,0,0,0,0,0,ISCGEM829071,ISCGEM,ISCGEM,ISCGEM,Automatic
04.11.1967,14:30:39,1967,11,44,Saturday,43.523,144.316,Earthquake,30,0,0,6.7,MW,0,0,0,0,0,0,ISCGEM829073,ISCGEM,ISCGEM,ISCGEM,Automatic
04.11.1967,14:46:03,1967,11,44,Saturday,43.502,144.261,Earthquake,30,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM829076,ISCGEM,ISCGEM,ISCGEM,Automatic
04.11.1967,16:26:49,1967,11,44,Saturday,-2.704,-77.631,Earthquake,93.7,0,0,6.1,MW,0,0,0,0,0,0,ISCGEM829085,ISCGEM,ISCGEM,ISCGEM,Automatic
07.11.1967,3:49:20,1967,11,45,Tuesday,-15.043,-172.636,Earthquake,46.7,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM829146,ISCGEM,ISCGEM,ISCGEM,Automatic
08.11.1967,3:10:54,1967,11,45,Wednesday,16.853,-85.789,Earthquake,20,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM829167,ISCGEM,ISCGEM,ISCGEM,Automatic
08.11.1967,6:07:22,1967,11,45,Wednesday,-5.233,133.932,Earthquake,30,0,0,5.6,MW,0,0,0,0,0,0,ISCGEMSUP829171,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
08.11.1967,17:09:29,1967,11,45,Wednesday,51.094,178.524,Earthquake,30,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM829187,ISCGEM,ISCGEM,ISCGEM,Automatic
09.11.1967,2:18:48,1967,11,45,Thursday,-7.163,123.752,Earthquake,584.2,0,0,6.2,MW,0,0,0,0,0,0,ISCGEM829200,ISCGEM,ISCGEM,ISCGEM,Automatic
11.11.1967,12:14:57,1967,11,45,Saturday,-6.157,71.342,Earthquake,22.4,0,0,5.9,MW,0,0,0,0,0,0,ISCGEM829277,ISCGEM,ISCGEM,ISCGEM,Automatic
12.11.1967,10:36:51,1967,11,46,Sunday,-17.279,-171.847,Earthquake,15,0,0,6.4,MW,0,0,0,0,0,0,ISCGEM829308,ISCGEM,ISCGEM,ISCGEM,Automatic
14.11.1967,5:28:39,1967,11,46,Tuesday,-5.46,147.112,Earthquake,210,0,0,5.9,MW,0,0,0,0,0,0,ISCGEM829356,ISCGEM,ISCGEM,ISCGEM,Automatic
15.11.1967,21:31:56,1967,11,46,Wednesday,-28.865,-71.369,Earthquake,34.8,0,0,6.3,MW,0,0,0,0,0,0,ISCGEM829395,ISCGEM,ISCGEM,ISCGEM,Automatic
17.11.1967,4:58:57,1967,11,46,Friday,28.381,-43.765,Earthquake,15,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM829434,ISCGEM,ISCGEM,ISCGEM,Automatic
19.11.1967,12:07:00,1967,11,47,Sunday,36.44,141.272,Earthquake,35,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM829507,ISCGEM,ISCGEM,ISCGEM,Automatic
19.11.1967,17:29:20,1967,11,47,Sunday,-22.642,171.04,Earthquake,20,0,0,6.4,MW,0,0,0,0,0,0,ISCGEM829518,ISCGEM,ISCGEM,ISCGEM,Automatic
21.11.1967,17:02:25,1967,11,47,Tuesday,72.763,8.011,Earthquake,15,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM829595,ISCGEM,ISCGEM,ISCGEM,Automatic
22.11.1967,15:19:26,1967,11,47,Wednesday,-22.687,170.92,Earthquake,20,0,0,5.9,MW,0,0,0,0,0,0,ISCGEM829627,ISCGEM,ISCGEM,ISCGEM,Automatic
23.11.1967,8:35:54,1967,11,47,Thursday,14.432,52.099,Earthquake,11.9,0,0,6.5,MW,0,0,0,0,0,0,ISCGEM829645,ISCGEM,ISCGEM,ISCGEM,Automatic
23.11.1967,13:42:04,1967,11,47,Thursday,80.161,-0.794,Earthquake,15,0,0,6.5,MW,0,0,0,0,0,0,ISCGEM829651,ISCGEM,ISCGEM,ISCGEM,Automatic
26.11.1967,0:08:12,1967,11,48,Sunday,28.583,130.138,Earthquake,35,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM829719,ISCGEM,ISCGEM,ISCGEM,Automatic
26.11.1967,2:54:05,1967,11,48,Sunday,-8.046,112.981,Earthquake,145,0,0,5.7,MW,0,0,0,0,0,0,ISCGEMSUP829723,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
27.11.1967,5:13:14,1967,11,48,Monday,-31.128,-71.396,Earthquake,60.5,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM829758,ISCGEM,ISCGEM,ISCGEM,Automatic
28.11.1967,2:36:56,1967,11,48,Tuesday,32.165,130.844,Earthquake,130.1,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM829793,ISCGEM,ISCGEM,ISCGEM,Automatic
30.11.1967,7:23:52,1967,11,48,Thursday,41.386,20.532,Earthquake,20,0,0,6.7,MW,0,0,0,0,0,0,ISCGEM829860,ISCGEM,ISCGEM,ISCGEM,Automatic
01.12.1967,13:57:04,1967,12,48,Friday,49.439,154.435,Earthquake,143,0,0,6.3,MW,0,0,0,0,0,0,ISCGEM827982,ISCGEM,ISCGEM,ISCGEM,Automatic
07.12.1967,9:49:37,1967,12,49,Thursday,-14.591,167.312,Earthquake,140,0,0,5.6,MW,0,0,0,0,0,0,ISCGEMSUP828169,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
09.12.1967,10:50:45,1967,12,49,Saturday,-10.862,164.226,Earthquake,10,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM828224,ISCGEM,ISCGEM,ISCGEM,Automatic
10.12.1967,12:06:55,1967,12,50,Sunday,40.478,-124.656,Earthquake,20,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM828247,ISCGEM,ISCGEM,ISCGEM,Automatic
10.12.1967,22:51:23,1967,12,50,Sunday,17.412,73.885,Earthquake,15,0,0,6.6,MW,0,0,0,0,0,0,ISCGEM828259,ISCGEM,ISCGEM,ISCGEM,Automatic
13.12.1967,10:38:26,1967,12,50,Wednesday,47.594,152.727,Earthquake,140,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM828346,ISCGEM,ISCGEM,ISCGEM,Automatic
13.12.1967,19:07:14,1967,12,50,Wednesday,-19.164,168.656,Earthquake,40,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM828363,ISCGEM,ISCGEM,ISCGEM,Automatic
16.12.1967,20:54:03,1967,12,50,Saturday,51.22,157.619,Earthquake,50,0,0,6,MW,0,0,0,0,0,0,ISCGEM828472,ISCGEM,ISCGEM,ISCGEM,Automatic
18.12.1967,14:04:22,1967,12,51,Monday,12.062,143.799,Earthquake,20,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM828521,ISCGEM,ISCGEM,ISCGEM,Automatic
21.12.1967,2:25:26,1967,12,51,Thursday,-21.865,-69.939,Earthquake,45,0,0,7.3,MW,0,0,0,0,0,0,ISCGEM828604,ISCGEM,ISCGEM,ISCGEM,Automatic
23.12.1967,13:23:15,1967,12,51,Saturday,-5.206,151.831,Earthquake,45,0,0,5.9,MW,0,0,0,0,0,0,ISCGEM828681,ISCGEM,ISCGEM,ISCGEM,Automatic
24.12.1967,20:03:12,1967,12,52,Sunday,17.351,-61.232,Earthquake,15,0,0,6.4,MW,0,0,0,0,0,0,ISCGEM828719,ISCGEM,ISCGEM,ISCGEM,Automatic
24.12.1967,21:32:33,1967,12,52,Sunday,17.543,-61.31,Earthquake,15,0,0,6.2,MW,0,0,0,0,0,0,ISCGEM828721,ISCGEM,ISCGEM,ISCGEM,Automatic
25.12.1967,1:23:32,1967,12,52,Monday,-5.208,153.742,Earthquake,35,0,0,7.2,MW,0,0,0,0,0,0,ISCGEM828730,ISCGEM,ISCGEM,ISCGEM,Automatic
25.12.1967,10:41:32,1967,12,52,Monday,-21.58,-70.299,Earthquake,46.4,0,0,6.3,MW,0,0,0,0,0,0,ISCGEM828737,ISCGEM,ISCGEM,ISCGEM,Automatic
27.12.1967,9:17:54,1967,12,52,Wednesday,-21.362,-68.311,Earthquake,114.7,0,0,6.7,MW,0,0,0,0,0,0,ISCGEMSUP828795,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
27.12.1967,16:22:47,1967,12,52,Wednesday,-22.548,-174.673,Earthquake,15,0,0,6.5,MW,0,0,0,0,0,0,ISCGEM828812,ISCGEM,ISCGEM,ISCGEM,Automatic
31.12.1967,15:05:33,1967,12,53,Sunday,-7.103,154.844,Earthquake,10,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM828952,ISCGEM,ISCGEM,ISCGEM,Automatic
02.01.1968,0:21:12,1968,1,0,Tuesday,-5.175,153.421,Earthquake,60,0,0,5.9,MW,0,0,0,0,0,0,ISCGEM826890,ISCGEM,ISCGEM,ISCGEM,Automatic
04.01.1968,0:57:44,1968,1,0,Thursday,52.226,-171.468,Earthquake,26,0,0,6.1,MW,0,0,0,0,0,0,ISCGEM826944,ISCGEM,ISCGEM,ISCGEM,Automatic
04.01.1968,10:27:39,1968,1,0,Thursday,-9.779,148.835,Earthquake,15,0,0,5.8,MW,0,0,0,0,0,0,ISCGEM826964,ISCGEM,ISCGEM,ISCGEM,Automatic
06.01.1968,23:27:23,1968,1,0,Saturday,-27.845,-70.873,Earthquake,30,0,0,6.4,MW,0,0,0,0,0,0,ISCGEM827036,ISCGEM,ISCGEM,ISCGEM,Automatic
07.01.1968,9:56:41,1968,1,1,Sunday,-5.042,153.961,Earthquake,116.6,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM827050,ISCGEM,ISCGEM,ISCGEM,Automatic
07.01.1968,11:12:31,1968,1,1,Sunday,33.623,141.938,Earthquake,15,0,0,6,MW,0,0,0,0,0,0,ISCGEM827052,ISCGEM,ISCGEM,ISCGEM,Automatic
13.01.1968,7:03:45,1968,1,1,Saturday,23.965,122.161,Earthquake,35,0,0,6.1,MW,0,0,0,0,0,0,ISCGEM827209,ISCGEM,ISCGEM,ISCGEM,Automatic
13.01.1968,16:07:04,1968,1,1,Saturday,-24.28,-67.006,Earthquake,179.2,0,0,5.7,MW,0,0,0,0,0,0,ISCGEM827223,ISCGEM,ISCGEM,ISCGEM,Automatic
14.01.1968,12:25:11,1968,1,2,Sunday,-7.552,127.871,Earthquake,116,0,0,6,MW,0,0,0,0,0,0,ISCGEMSUP827261,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
14.01.1968,12:40:46,1968,1,2,Sunday,52.619,-171.445,Earthquake,10,0,0,5.6,MW,0,0,0,0,0,0,ISCGEM827264,ISCGEM,ISCGEM,ISCGEM,Automatic
14.01.1968,17:43:08,1968,1,2,Sunday,52.53,-171.418,Earthquake,10,0,0,6.2,MW,0,0,0,0,0,0,ISCGEM827274,ISCGEM,ISCGEM,ISCGEM,Automatic
